object_type,pageid,x0,x1,y0,y1,top,doctop,width,height,adv,fontname,linewidth,size,text,upright
char,1,47.04,51.682,533.099,544.514,67.486,67.486,4.642,11.414,0.667,DCLTEC+Helvetica-Bold,,11.414,S,True
char,1,51.599,53.916,533.099,544.514,67.486,67.486,2.318,11.414,0.333,DCLTEC+Helvetica-Bold,,11.414,t,True
char,1,53.993,57.863,533.099,544.514,67.486,67.486,3.87,11.414,0.556,DCLTEC+Helvetica-Bold,,11.414,a,True
char,1,57.835,60.153,533.099,544.514,67.486,67.486,2.318,11.414,0.333,DCLTEC+Helvetica-Bold,,11.414,t,True
char,1,60.229,64.099,533.099,544.514,67.486,67.486,3.87,11.414,0.556,DCLTEC+Helvetica-Bold,,11.414,e,True
char,1,64.071,66.006,533.099,544.514,67.486,67.486,1.935,11.414,0.278,DCLTEC+Helvetica-Bold,,11.414, ,True
char,1,66.006,67.941,533.099,544.514,67.486,67.486,1.935,11.414,0.278,DCLTEC+Helvetica-Bold,,11.414,/,True
char,1,67.913,69.848,533.099,544.514,67.486,67.486,1.935,11.414,0.278,DCLTEC+Helvetica-Bold,,11.414, ,True
char,1,69.848,74.1,533.099,544.514,67.486,67.486,4.253,11.414,0.611,DCLTEC+Helvetica-Bold,,11.414,T,True
char,1,74.149,78.019,533.099,544.514,67.486,67.486,3.87,11.414,0.556,DCLTEC+Helvetica-Bold,,11.414,e,True
char,1,77.991,80.699,533.099,544.514,67.486,67.486,2.707,11.414,0.389,DCLTEC+Helvetica-Bold,,11.414,r,True
char,1,80.629,83.336,533.099,544.514,67.486,67.486,2.707,11.414,0.389,DCLTEC+Helvetica-Bold,,11.414,r,True
char,1,83.267,85.202,533.099,544.514,67.486,67.486,1.935,11.414,0.278,DCLTEC+Helvetica-Bold,,11.414,i,True
char,1,85.202,87.519,533.099,544.514,67.486,67.486,2.318,11.414,0.333,DCLTEC+Helvetica-Bold,,11.414,t,True
char,1,87.582,91.835,533.099,544.514,67.486,67.486,4.253,11.414,0.611,DCLTEC+Helvetica-Bold,,11.414,o,True
char,1,91.897,94.605,533.099,544.514,67.486,67.486,2.707,11.414,0.389,DCLTEC+Helvetica-Bold,,11.414,r,True
char,1,94.535,98.405,533.099,544.514,67.486,67.486,3.87,11.414,0.556,DCLTEC+Helvetica-Bold,,11.414,y,True
char,1,119.78,123.622,533.479,541.145,70.855,70.855,3.842,7.667,0.667,WEVZII+ArialMT,,7.667,P,True
char,1,123.622,126.824,533.479,541.145,70.855,70.855,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,e,True
char,1,126.738,128.656,533.479,541.145,70.855,70.855,1.918,7.667,0.333,WEVZII+ArialMT,,7.667,r,True
char,1,128.656,133.454,533.479,541.145,70.855,70.855,4.798,7.667,0.833,WEVZII+ArialMT,,7.667,m,True
char,1,133.454,134.733,533.479,541.145,70.855,70.855,1.279,7.667,0.222,WEVZII+ArialMT,,7.667,i,True
char,1,134.658,136.259,533.479,541.145,70.855,70.855,1.601,7.667,0.278,WEVZII+ArialMT,,7.667,t,True
char,1,136.334,137.936,533.479,541.145,70.855,70.855,1.601,7.667,0.278,WEVZII+ArialMT,,7.667, ,True
char,1,151.22,155.379,533.479,541.145,70.855,70.855,4.159,7.667,0.722,WEVZII+ArialMT,,7.667,H,True
char,1,155.298,158.501,533.479,541.145,70.855,70.855,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,a,True
char,1,158.42,161.623,533.479,541.145,70.855,70.855,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,n,True
char,1,161.772,164.975,533.479,541.145,70.855,70.855,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,d,True
char,1,165.125,168.327,533.479,541.145,70.855,70.855,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,g,True
char,1,168.477,171.68,533.479,541.145,70.855,70.855,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,u,True
char,1,171.829,175.032,533.479,541.145,70.855,70.855,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,n,True
char,1,182.9,186.103,533.479,541.145,70.855,70.855,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,L,True
char,1,186.022,189.224,533.479,541.145,70.855,70.855,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,o,True
char,1,189.144,192.346,533.479,541.145,70.855,70.855,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,n,True
char,1,192.496,195.699,533.479,541.145,70.855,70.855,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,g,True
char,1,195.848,197.45,533.479,541.145,70.855,70.855,1.601,7.667,0.278,WEVZII+ArialMT,,7.667, ,True
char,1,197.525,202.006,533.479,541.145,70.855,70.855,4.481,7.667,0.778,WEVZII+ArialMT,,7.667,G,True
char,1,202.081,205.283,533.479,541.145,70.855,70.855,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,u,True
char,1,205.433,208.636,533.479,541.145,70.855,70.855,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,n,True
char,1,215.09,217.331,533.479,541.145,70.855,70.855,2.241,7.667,0.389,WEVZII+ArialMT,,7.667,*,True
char,1,217.25,221.731,533.479,541.145,70.855,70.855,4.481,7.667,0.778,WEVZII+ArialMT,,7.667,O,True
char,1,221.806,223.407,533.479,541.145,70.855,70.855,1.601,7.667,0.278,WEVZII+ArialMT,,7.667,t,True
char,1,223.482,226.685,533.479,541.145,70.855,70.855,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,h,True
char,1,226.835,230.037,533.479,541.145,70.855,70.855,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,e,True
char,1,229.957,231.875,533.479,541.145,70.855,70.855,1.918,7.667,0.333,WEVZII+ArialMT,,7.667,r,True
char,1,238.37,240.611,533.479,541.145,70.855,70.855,2.241,7.667,0.389,WEVZII+ArialMT,,7.667,*,True
char,1,240.53,242.771,533.479,541.145,70.855,70.855,2.241,7.667,0.389,WEVZII+ArialMT,,7.667,*,True
char,1,242.69,247.488,533.479,541.145,70.855,70.855,4.798,7.667,0.833,WEVZII+ArialMT,,7.667,M,True
char,1,247.252,250.454,533.479,541.145,70.855,70.855,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,u,True
char,1,250.604,251.883,533.479,541.145,70.855,70.855,1.279,7.667,0.222,WEVZII+ArialMT,,7.667,l,True
char,1,252.038,253.64,533.479,541.145,70.855,70.855,1.601,7.667,0.278,WEVZII+ArialMT,,7.667,t,True
char,1,253.715,254.993,533.479,541.145,70.855,70.855,1.279,7.667,0.222,WEVZII+ArialMT,,7.667,i,True
char,1,254.913,258.115,533.479,541.145,70.855,70.855,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,p,True
char,1,258.265,259.544,533.479,541.145,70.855,70.855,1.279,7.667,0.222,WEVZII+ArialMT,,7.667,l,True
char,1,259.699,262.902,533.479,541.145,70.855,70.855,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,e,True
char,1,271.01,274.852,533.479,541.145,70.855,70.855,3.842,7.667,0.667,WEVZII+ArialMT,,7.667,A,True
char,1,274.61,277.813,533.479,541.145,70.855,70.855,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,d,True
char,1,277.962,282.76,533.479,541.145,70.855,70.855,4.798,7.667,0.833,WEVZII+ArialMT,,7.667,m,True
char,1,282.76,284.039,533.479,541.145,70.855,70.855,1.279,7.667,0.222,WEVZII+ArialMT,,7.667,i,True
char,1,283.964,287.167,533.479,541.145,70.855,70.855,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,n,True
char,1,299.83,303.989,533.479,541.145,70.855,70.855,4.159,7.667,0.722,WEVZII+ArialMT,,7.667,H,True
char,1,303.908,307.111,533.479,541.145,70.855,70.855,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,a,True
char,1,307.03,310.233,533.479,541.145,70.855,70.855,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,n,True
char,1,310.382,313.585,533.479,541.145,70.855,70.855,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,d,True
char,1,313.735,316.937,533.479,541.145,70.855,70.855,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,g,True
char,1,317.087,320.29,533.479,541.145,70.855,70.855,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,u,True
char,1,320.439,323.642,533.479,541.145,70.855,70.855,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,n,True
char,1,336.79,339.993,533.479,541.145,70.855,70.855,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,L,True
char,1,339.912,343.114,533.479,541.145,70.855,70.855,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,o,True
char,1,343.034,346.236,533.479,541.145,70.855,70.855,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,n,True
char,1,346.386,349.589,533.479,541.145,70.855,70.855,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,g,True
char,1,349.738,351.34,533.479,541.145,70.855,70.855,1.601,7.667,0.278,WEVZII+ArialMT,,7.667, ,True
char,1,351.415,355.896,533.479,541.145,70.855,70.855,4.481,7.667,0.778,WEVZII+ArialMT,,7.667,G,True
char,1,355.971,359.173,533.479,541.145,70.855,70.855,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,u,True
char,1,359.323,362.526,533.479,541.145,70.855,70.855,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,n,True
char,1,379.27,381.511,533.479,541.145,70.855,70.855,2.241,7.667,0.389,WEVZII+ArialMT,,7.667,*,True
char,1,381.43,385.911,533.479,541.145,70.855,70.855,4.481,7.667,0.778,WEVZII+ArialMT,,7.667,O,True
char,1,385.986,387.587,533.479,541.145,70.855,70.855,1.601,7.667,0.278,WEVZII+ArialMT,,7.667,t,True
char,1,387.662,390.865,533.479,541.145,70.855,70.855,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,h,True
char,1,391.015,394.217,533.479,541.145,70.855,70.855,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,e,True
char,1,394.137,396.055,533.479,541.145,70.855,70.855,1.918,7.667,0.333,WEVZII+ArialMT,,7.667,r,True
char,1,413.62,417.779,533.479,541.145,70.855,70.855,4.159,7.667,0.722,WEVZII+ArialMT,,7.667,H,True
char,1,417.698,420.901,533.479,541.145,70.855,70.855,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,a,True
char,1,420.82,424.023,533.479,541.145,70.855,70.855,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,n,True
char,1,424.172,427.375,533.479,541.145,70.855,70.855,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,d,True
char,1,427.525,430.727,533.479,541.145,70.855,70.855,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,g,True
char,1,430.877,434.08,533.479,541.145,70.855,70.855,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,u,True
char,1,434.229,437.432,533.479,541.145,70.855,70.855,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,n,True
char,1,450.58,453.783,533.479,541.145,70.855,70.855,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,L,True
char,1,453.702,456.904,533.479,541.145,70.855,70.855,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,o,True
char,1,456.824,460.026,533.479,541.145,70.855,70.855,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,n,True
char,1,460.176,463.379,533.479,541.145,70.855,70.855,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,g,True
char,1,463.528,465.13,533.479,541.145,70.855,70.855,1.601,7.667,0.278,WEVZII+ArialMT,,7.667, ,True
char,1,465.205,469.686,533.479,541.145,70.855,70.855,4.481,7.667,0.778,WEVZII+ArialMT,,7.667,G,True
char,1,469.761,472.963,533.479,541.145,70.855,70.855,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,u,True
char,1,473.113,476.316,533.479,541.145,70.855,70.855,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,n,True
char,1,493.08,495.321,533.479,541.145,70.855,70.855,2.241,7.667,0.389,WEVZII+ArialMT,,7.667,*,True
char,1,495.24,499.721,533.479,541.145,70.855,70.855,4.481,7.667,0.778,WEVZII+ArialMT,,7.667,O,True
char,1,499.796,501.397,533.479,541.145,70.855,70.855,1.601,7.667,0.278,WEVZII+ArialMT,,7.667,t,True
char,1,501.472,504.675,533.479,541.145,70.855,70.855,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,h,True
char,1,504.825,508.027,533.479,541.145,70.855,70.855,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,e,True
char,1,507.947,509.865,533.479,541.145,70.855,70.855,1.918,7.667,0.333,WEVZII+ArialMT,,7.667,r,True
char,1,527.4,531.559,533.479,541.145,70.855,70.855,4.159,7.667,0.722,WEVZII+ArialMT,,7.667,H,True
char,1,531.478,534.681,533.479,541.145,70.855,70.855,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,a,True
char,1,534.6,537.803,533.479,541.145,70.855,70.855,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,n,True
char,1,537.952,541.155,533.479,541.145,70.855,70.855,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,d,True
char,1,541.305,544.507,533.479,541.145,70.855,70.855,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,g,True
char,1,544.657,547.86,533.479,541.145,70.855,70.855,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,u,True
char,1,548.009,551.212,533.479,541.145,70.855,70.855,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,n,True
char,1,564.36,567.563,533.479,541.145,70.855,70.855,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,L,True
char,1,567.482,570.684,533.479,541.145,70.855,70.855,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,o,True
char,1,570.604,573.806,533.479,541.145,70.855,70.855,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,n,True
char,1,573.956,577.159,533.479,541.145,70.855,70.855,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,g,True
char,1,577.308,578.91,533.479,541.145,70.855,70.855,1.601,7.667,0.278,WEVZII+ArialMT,,7.667, ,True
char,1,578.985,583.466,533.479,541.145,70.855,70.855,4.481,7.667,0.778,WEVZII+ArialMT,,7.667,G,True
char,1,583.541,586.743,533.479,541.145,70.855,70.855,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,u,True
char,1,586.893,590.096,533.479,541.145,70.855,70.855,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,n,True
char,1,606.86,609.101,533.479,541.145,70.855,70.855,2.241,7.667,0.389,WEVZII+ArialMT,,7.667,*,True
char,1,609.02,613.501,533.479,541.145,70.855,70.855,4.481,7.667,0.778,WEVZII+ArialMT,,7.667,O,True
char,1,613.576,615.177,533.479,541.145,70.855,70.855,1.601,7.667,0.278,WEVZII+ArialMT,,7.667,t,True
char,1,615.252,618.455,533.479,541.145,70.855,70.855,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,h,True
char,1,618.605,621.807,533.479,541.145,70.855,70.855,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,e,True
char,1,621.727,623.645,533.479,541.145,70.855,70.855,1.918,7.667,0.333,WEVZII+ArialMT,,7.667,r,True
char,1,641.18,645.339,533.479,541.145,70.855,70.855,4.159,7.667,0.722,WEVZII+ArialMT,,7.667,H,True
char,1,645.258,648.461,533.479,541.145,70.855,70.855,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,a,True
char,1,648.38,651.583,533.479,541.145,70.855,70.855,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,n,True
char,1,651.732,654.935,533.479,541.145,70.855,70.855,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,d,True
char,1,655.085,658.287,533.479,541.145,70.855,70.855,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,g,True
char,1,658.437,661.64,533.479,541.145,70.855,70.855,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,u,True
char,1,661.789,664.992,533.479,541.145,70.855,70.855,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,n,True
char,1,678.17,681.373,533.479,541.145,70.855,70.855,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,L,True
char,1,681.292,684.494,533.479,541.145,70.855,70.855,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,o,True
char,1,684.414,687.616,533.479,541.145,70.855,70.855,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,n,True
char,1,687.766,690.969,533.479,541.145,70.855,70.855,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,g,True
char,1,691.118,692.72,533.479,541.145,70.855,70.855,1.601,7.667,0.278,WEVZII+ArialMT,,7.667, ,True
char,1,692.795,697.276,533.479,541.145,70.855,70.855,4.481,7.667,0.778,WEVZII+ArialMT,,7.667,G,True
char,1,697.351,700.553,533.479,541.145,70.855,70.855,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,u,True
char,1,700.703,703.906,533.479,541.145,70.855,70.855,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,n,True
char,1,717.05,721.209,533.479,541.145,70.855,70.855,4.159,7.667,0.722,WEVZII+ArialMT,,7.667,H,True
char,1,721.128,724.331,533.479,541.145,70.855,70.855,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,a,True
char,1,724.25,727.453,533.479,541.145,70.855,70.855,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,n,True
char,1,727.602,730.805,533.479,541.145,70.855,70.855,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,d,True
char,1,730.955,734.157,533.479,541.145,70.855,70.855,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,g,True
char,1,734.307,737.51,533.479,541.145,70.855,70.855,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,u,True
char,1,737.659,740.862,533.479,541.145,70.855,70.855,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,n,True
char,1,754.01,757.213,533.479,541.145,70.855,70.855,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,L,True
char,1,757.132,760.334,533.479,541.145,70.855,70.855,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,o,True
char,1,760.254,763.456,533.479,541.145,70.855,70.855,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,n,True
char,1,763.606,766.809,533.479,541.145,70.855,70.855,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,g,True
char,1,766.958,768.56,533.479,541.145,70.855,70.855,1.601,7.667,0.278,WEVZII+ArialMT,,7.667, ,True
char,1,768.635,773.116,533.479,541.145,70.855,70.855,4.481,7.667,0.778,WEVZII+ArialMT,,7.667,G,True
char,1,773.191,776.393,533.479,541.145,70.855,70.855,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,u,True
char,1,776.543,779.746,533.479,541.145,70.855,70.855,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,n,True
char,1,796.51,798.751,533.479,541.145,70.855,70.855,2.241,7.667,0.389,WEVZII+ArialMT,,7.667,*,True
char,1,798.67,803.151,533.479,541.145,70.855,70.855,4.481,7.667,0.778,WEVZII+ArialMT,,7.667,O,True
char,1,803.226,804.827,533.479,541.145,70.855,70.855,1.601,7.667,0.278,WEVZII+ArialMT,,7.667,t,True
char,1,804.902,808.105,533.479,541.145,70.855,70.855,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,h,True
char,1,808.255,811.457,533.479,541.145,70.855,70.855,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,e,True
char,1,811.377,813.295,533.479,541.145,70.855,70.855,1.918,7.667,0.333,WEVZII+ArialMT,,7.667,r,True
char,1,830.83,834.989,533.479,541.145,70.855,70.855,4.159,7.667,0.722,WEVZII+ArialMT,,7.667,H,True
char,1,834.908,838.111,533.479,541.145,70.855,70.855,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,a,True
char,1,838.03,841.233,533.479,541.145,70.855,70.855,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,n,True
char,1,841.382,844.585,533.479,541.145,70.855,70.855,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,d,True
char,1,844.735,847.937,533.479,541.145,70.855,70.855,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,g,True
char,1,848.087,851.29,533.479,541.145,70.855,70.855,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,u,True
char,1,851.439,854.642,533.479,541.145,70.855,70.855,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,n,True
char,1,867.79,870.993,533.479,541.145,70.855,70.855,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,L,True
char,1,870.912,874.114,533.479,541.145,70.855,70.855,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,o,True
char,1,874.034,877.236,533.479,541.145,70.855,70.855,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,n,True
char,1,877.386,880.589,533.479,541.145,70.855,70.855,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,g,True
char,1,880.738,882.34,533.479,541.145,70.855,70.855,1.601,7.667,0.278,WEVZII+ArialMT,,7.667, ,True
char,1,882.415,886.896,533.479,541.145,70.855,70.855,4.481,7.667,0.778,WEVZII+ArialMT,,7.667,G,True
char,1,886.971,890.173,533.479,541.145,70.855,70.855,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,u,True
char,1,890.323,893.526,533.479,541.145,70.855,70.855,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,n,True
char,1,910.3,912.541,533.479,541.145,70.855,70.855,2.241,7.667,0.389,WEVZII+ArialMT,,7.667,*,True
char,1,912.46,916.941,533.479,541.145,70.855,70.855,4.481,7.667,0.778,WEVZII+ArialMT,,7.667,O,True
char,1,917.016,918.617,533.479,541.145,70.855,70.855,1.601,7.667,0.278,WEVZII+ArialMT,,7.667,t,True
char,1,918.692,921.895,533.479,541.145,70.855,70.855,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,h,True
char,1,922.045,925.247,533.479,541.145,70.855,70.855,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,e,True
char,1,925.167,927.085,533.479,541.145,70.855,70.855,1.918,7.667,0.333,WEVZII+ArialMT,,7.667,r,True
char,1,948.7,952.219,533.479,541.145,70.855,70.855,3.519,7.667,0.611,WEVZII+ArialMT,,7.667,T,True
char,1,952.058,955.261,533.479,541.145,70.855,70.855,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,o,True
char,1,955.18,956.781,533.479,541.145,70.855,70.855,1.601,7.667,0.278,WEVZII+ArialMT,,7.667,t,True
char,1,956.856,960.059,533.479,541.145,70.855,70.855,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,a,True
char,1,959.978,961.257,533.479,541.145,70.855,70.855,1.279,7.667,0.222,WEVZII+ArialMT,,7.667,l,True
char,1,961.412,964.292,533.479,541.145,70.855,70.855,2.88,7.667,0.5,WEVZII+ArialMT,,7.667,s,True
char,1,43.2,47.042,525.799,533.465,78.535,78.535,3.842,7.667,0.667,WEVZII+ArialMT,,7.667,A,True
char,1,46.8,48.079,525.799,533.465,78.535,78.535,1.279,7.667,0.222,WEVZII+ArialMT,,7.667,l,True
char,1,48.234,51.437,525.799,533.465,78.535,78.535,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,a,True
char,1,51.356,54.559,525.799,533.465,78.535,78.535,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,b,True
char,1,54.708,57.911,525.799,533.465,78.535,78.535,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,a,True
char,1,57.83,62.628,525.799,533.465,78.535,78.535,4.798,7.667,0.833,WEVZII+ArialMT,,7.667,m,True
char,1,62.628,65.831,525.799,533.465,78.535,78.535,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,a,True
char,1,126.98,130.183,525.799,533.465,78.535,78.535,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,1,True
char,1,130.102,133.304,525.799,533.465,78.535,78.535,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,8,True
char,1,133.224,134.825,525.799,533.465,78.535,78.535,1.601,7.667,0.278,WEVZII+ArialMT,,7.667,",",True
char,1,134.9,138.103,525.799,533.465,78.535,78.535,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,8,True
char,1,138.022,141.224,525.799,533.465,78.535,78.535,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,7,True
char,1,141.144,144.346,525.799,533.465,78.535,78.535,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,0,True
char,1,159.38,162.583,525.799,533.465,78.535,78.535,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,2,True
char,1,162.502,165.704,525.799,533.465,78.535,78.535,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,3,True
char,1,165.624,167.225,525.799,533.465,78.535,78.535,1.601,7.667,0.278,WEVZII+ArialMT,,7.667,",",True
char,1,167.3,170.503,525.799,533.465,78.535,78.535,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,0,True
char,1,170.422,173.624,525.799,533.465,78.535,78.535,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,2,True
char,1,173.544,176.746,525.799,533.465,78.535,78.535,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,2,True
char,1,190.37,193.573,525.799,533.465,78.535,78.535,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,2,True
char,1,193.492,196.694,525.799,533.465,78.535,78.535,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,2,True
char,1,196.614,198.215,525.799,533.465,78.535,78.535,1.601,7.667,0.278,WEVZII+ArialMT,,7.667,",",True
char,1,198.29,201.493,525.799,533.465,78.535,78.535,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,6,True
char,1,201.412,204.614,525.799,533.465,78.535,78.535,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,5,True
char,1,204.534,207.736,525.799,533.465,78.535,78.535,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,0,True
char,1,222.53,225.733,525.799,533.465,78.535,78.535,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,8,True
char,1,225.65,228.853,525.799,533.465,78.535,78.535,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,5,True
char,1,228.77,231.973,525.799,533.465,78.535,78.535,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,9,True
char,1,247.49,250.693,525.799,533.465,78.535,78.535,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,1,True
char,1,250.612,252.213,525.799,533.465,78.535,78.535,1.601,7.667,0.278,WEVZII+ArialMT,,7.667,",",True
char,1,252.288,255.491,525.799,533.465,78.535,78.535,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,1,True
char,1,255.41,258.613,525.799,533.465,78.535,78.535,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,7,True
char,1,258.532,261.734,525.799,533.465,78.535,78.535,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,8,True
char,1,285.91,289.113,525.799,533.465,78.535,78.535,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,0,True
char,1,320.71,323.913,525.799,533.465,78.535,78.535,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,1,True
char,1,323.83,327.033,525.799,533.465,78.535,78.535,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,4,True
char,1,358.63,361.833,525.799,533.465,78.535,78.535,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,1,True
char,1,361.75,364.953,525.799,533.465,78.535,78.535,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,5,True
char,1,399.7,402.903,525.799,533.465,78.535,78.535,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,0,True
char,1,426.58,429.783,525.799,533.465,78.535,78.535,3.203,7.667,0.556,WEVZII+ArialMT,,7.667,2,True
char,1,429.702,431.303,525.799,533.465,78.535,78.535,1.601,7.667,0.278,WEVZII+ArialMT,,7.667,",",True
